CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score,Flag_Product_Mismatch,Flag_Closed_With_Balance,Flag_No_Products,Num_Products,Num_Digital_Channels,Total_Digital_Txns,Num_Prev_Closures,Digitally_Dormant
4988,54,Married,Matric,Unemployed,Unknown,Johannesburg,Gauteng,Township,4.9,25707.11,True,True,False,True,False,False,405.56,3388.25,0.0,61827.01,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,323.0,False,False,False,3,0,0.0,0,False
4989,41,Single,Less than matric,Full-time employed,Langenhoven Park,Bloemfontein,Free State,Suburban,0.5,64719.87,False,False,True,False,False,False,0.0,0.0,5898.53,0.0,0.0,0.0,,,,,,,True,True,True,0.0,4.0,4.0,797.0,False,False,False,1,3,8.0,0,False
4990,30,Single,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,3.8,164291.82,True,False,True,False,True,True,3119.26,0.0,15413.78,0.0,1912193.17,195163.32,,,,,,,True,True,False,6.0,4.0,0.0,230.0,False,False,False,4,2,10.0,0,False
4991,19,Single,Less than matric,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,1.8,378933.23,True,True,True,False,False,False,5442.49,35439.85,20048.64,0.0,0.0,0.0,,,,,,,True,True,False,1.0,15.0,0.0,775.0,False,False,False,3,2,16.0,0,False
4992,72,Married,Matric,Retired,Umlazi,Durban,KwaZulu-Natal,Township,10.5,106929.67,True,False,True,False,False,False,1402.02,0.0,3223.35,0.0,0.0,0.0,,,,,,,True,False,True,0.0,0.0,4.0,688.0,False,False,False,2,2,4.0,0,False
4993,46,Married,Diploma/Certificate,Informal trader,Mdantsane,East London,Eastern Cape,Township,2.2,20731.18,False,True,False,False,False,False,0.0,2018.26,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,793.0,False,False,False,1,1,3.0,0,False
4994,34,Married,Diploma/Certificate,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,1.6,49906.19,False,False,True,False,False,False,0.0,0.0,1921.34,0.0,0.0,0.0,,,,,,,True,True,False,1.0,4.0,0.0,393.0,False,False,False,1,2,5.0,0,False
4995,48,Single,Matric,Part-time employed,Nelspruit,Mbombela,Mpumalanga,Urban,1.5,22769.83,True,False,True,True,False,True,369.77,0.0,1996.56,67825.7,0.0,314164.93,,,,,,,True,True,True,6.0,9.0,0.0,905.0,False,False,False,4,3,15.0,0,False
4996,25,Single,Postgraduate,Unemployed,Tembisa,Ekurhuleni,Gauteng,Township,1.7,27500.67,False,True,False,False,False,False,0.0,1850.32,0.0,0.0,0.0,0.0,,,,,,,True,True,False,5.0,2.0,0.0,,False,False,False,1,2,7.0,0,False
4997,30,Single,Diploma/Certificate,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.8,409290.73,True,True,False,False,True,False,7643.01,43584.0,0.0,0.0,2687211.58,0.0,,,,,,,True,True,False,2.0,5.0,0.0,901.0,False,False,False,3,2,7.0,0,False
4998,55,Single,Matric,Unemployed,Mamelodi,Tshwane,Gauteng,Township,7.3,23097.24,True,False,False,True,False,False,401.5,0.0,0.0,,0.0,0.0,,,,,,,True,True,False,1.0,2.0,0.0,680.0,True,False,False,2,2,3.0,0,False
4999,29,Single,Matric,Informal trader,Newlands,Cape Town,Western Cape,Suburban,2.5,46006.62,True,False,False,False,False,False,724.43,0.0,0.0,0.0,0.0,0.0,,2022-10-31,,2021-07-04,,,True,False,True,1.0,0.0,0.0,453.0,False,False,False,1,2,1.0,2,False
5000,45,Married,Less than matric,Unemployed,Sandton,Johannesburg,Gauteng,Urban,5.4,19898.15,False,False,True,False,False,False,0.0,0.0,3284.99,0.0,0.0,0.0,,,,,,,False,False,True,0.0,0.0,2.0,653.0,False,False,False,1,1,2.0,0,False
5001,30,Single,Matric,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,2.1,315839.31,False,False,False,False,True,False,0.0,0.0,0.0,0.0,1099642.21,0.0,,,,,,,True,False,False,3.0,0.0,0.0,798.0,False,False,False,1,1,3.0,0,False
5002,38,Married,Diploma/Certificate,Self-employed,Motherwell,Gqeberha,Eastern Cape,Township,3.9,162718.76,True,False,True,False,False,False,2363.0,0.0,7945.35,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,179.0,False,False,False,2,0,0.0,0,False
5003,34,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,1.5,48384.74,False,False,False,True,False,False,0.0,0.0,0.0,43228.72,0.0,0.0,,,,,,2021-10-10,False,True,False,0.0,3.0,0.0,367.0,False,False,False,1,1,3.0,1,False
5004,58,Married,Matric,Unemployed,Glenwood,Durban,KwaZulu-Natal,Urban,14.9,30489.94,True,False,False,True,False,False,571.09,0.0,0.0,204991.6,0.0,0.0,,,,,,,True,True,False,1.0,4.0,0.0,530.0,False,False,False,2,2,5.0,0,False
5005,42,Married,Matric,Informal trader,Tembisa,Ekurhuleni,Gauteng,Township,4.6,284695.89,False,False,True,False,False,True,0.0,0.0,29814.07,0.0,0.0,264036.79,,,,,,,False,True,True,0.0,6.0,7.0,600.0,False,False,False,2,2,13.0,0,False
5006,31,Single,Matric,Full-time employed,Mdantsane,East London,Eastern Cape,Township,1.6,225695.4,False,False,False,True,False,True,0.0,0.0,0.0,69882.86,0.0,133952.95,,,,,,,True,False,True,2.0,0.0,0.0,421.0,False,False,False,2,2,2.0,0,False
5007,50,Single,Matric,Student,Tembisa,Ekurhuleni,Gauteng,Township,2.7,27190.06,False,False,False,True,False,False,0.0,0.0,0.0,75200.71,0.0,0.0,,,,,,,True,True,False,2.0,5.0,0.0,313.0,False,False,False,1,2,7.0,0,False
5008,48,Married,Matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,6.4,71381.71,True,True,False,False,True,False,1215.32,9796.11,0.0,0.0,1579167.49,0.0,,,,,,,True,True,False,5.0,5.0,0.0,662.0,False,False,False,3,2,10.0,0,False
5009,30,Single,Matric,Self-employed,Newlands,Cape Town,Western Cape,Suburban,6.6,127591.68,True,False,False,True,True,True,10965.27,0.0,0.0,20284.06,2800000.0,850000.0,,,,,,,True,True,True,3.0,6.0,2.0,443.0,False,False,False,4,3,11.0,0,False
5010,30,Married,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,2.6,213640.47,False,True,True,False,False,False,0.0,21327.18,20878.41,0.0,0.0,0.0,,,,,,2022-12-19,False,False,False,0.0,0.0,0.0,730.0,False,False,False,2,0,0.0,1,False
5011,18,Single,Matric,Part-time employed,Seshego,Polokwane,Limpopo,Township,3.7,39129.27,False,False,False,True,False,False,0.0,0.0,0.0,101228.49,0.0,0.0,,,,,,,False,True,False,0.0,5.0,0.0,611.0,False,False,False,1,1,5.0,0,False
5012,60,Single,Bachelor's,Self-employed,Motherwell,Gqeberha,Eastern Cape,Township,9.5,199413.74,True,False,True,False,False,True,3816.81,0.0,34540.07,0.0,0.0,386431.55,,,,,,,True,False,False,3.0,0.0,0.0,660.0,False,False,False,3,1,3.0,0,False
5013,41,Married,Matric,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,3.3,439540.42,True,True,True,False,False,True,6284.98,48166.97,84385.02,0.0,0.0,575402.42,,,,,,,True,True,False,12.0,13.0,0.0,784.0,False,False,False,4,2,25.0,0,False
5014,21,Married,Less than matric,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,1.5,43147.96,False,False,False,True,False,False,0.0,0.0,0.0,28120.47,0.0,0.0,,,,,,,True,True,False,4.0,0.0,0.0,442.0,False,False,False,1,2,4.0,0,False
5015,18,Single,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,2.3,73647.36,False,False,False,False,True,False,0.0,0.0,0.0,0.0,726413.77,0.0,,2022-07-25,,,,,False,False,False,0.0,0.0,0.0,324.0,False,False,False,1,0,0.0,1,False
5016,24,Single,Matric,Informal trader,Tlhabane,Rustenburg,North West,Township,2.2,81399.72,True,False,False,False,False,False,1574.69,0.0,0.0,0.0,0.0,0.0,,,,,,,True,False,True,6.0,0.0,0.0,674.0,False,False,False,1,2,6.0,0,False
5017,21,Single,Diploma/Certificate,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,0.8,192685.01,False,False,True,False,False,False,0.0,0.0,18559.96,0.0,0.0,0.0,,,,,,,False,True,False,0.0,15.0,0.0,774.0,False,False,False,1,1,15.0,0,False
5018,46,Single,Diploma/Certificate,Self-employed,Tembisa,Ekurhuleni,Gauteng,Township,3.5,311624.86,True,True,True,False,False,False,,36908.01,8414.16,0.0,0.0,0.0,,,,,,,True,True,False,0.0,0.0,0.0,823.0,True,False,False,3,2,0.0,0,True
5019,68,Married,Postgraduate,Retired,Mamelodi,Tshwane,Gauteng,Township,7.9,85167.37,True,False,False,False,False,False,1728.74,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,415.0,False,False,False,1,1,3.0,0,False
5020,37,Married,Diploma/Certificate,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,2.2,226939.71,False,True,True,False,True,False,0.0,12701.93,5296.02,0.0,338451.27,0.0,,,,,,,False,False,False,0.0,0.0,0.0,503.0,False,False,False,3,0,0.0,0,False
5021,19,Single,Matric,Student,Sandton,Johannesburg,Gauteng,Urban,2.0,14277.46,True,False,False,False,False,False,258.1,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,False,4.0,10.0,0.0,706.0,False,False,False,1,2,14.0,0,False
5022,34,Single,Matric,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,1.1,21061.78,True,False,False,False,False,False,271.53,0.0,0.0,0.0,0.0,0.0,,,,,,,True,True,True,1.0,4.0,2.0,532.0,False,False,False,1,3,7.0,0,False
5023,49,Married,Diploma/Certificate,Unemployed,Newlands,Cape Town,Western Cape,Suburban,8.0,8006.58,True,False,False,False,True,False,133.61,0.0,0.0,0.0,391215.39,0.0,,,,,,,False,True,False,0.0,3.0,0.0,567.0,False,False,False,2,1,3.0,0,False
5024,66,Married,Matric,Informal trader,Khayelitsha,Cape Town,Western Cape,Township,5.8,99822.75,False,True,False,True,False,False,0.0,9462.64,0.0,81834.56,0.0,0.0,,,,,,,False,True,True,0.0,2.0,7.0,702.0,False,False,False,2,2,9.0,0,False
5025,47,Single,Matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,6.5,97894.88,True,True,False,True,False,False,1828.08,11544.24,0.0,144875.26,0.0,0.0,,,,,,,True,False,True,1.0,0.0,6.0,498.0,False,False,False,3,2,7.0,0,False
5026,37,Single,Matric,Part-time employed,Sandton,Johannesburg,Gauteng,Urban,5.7,173945.36,True,False,True,True,True,False,3845.06,0.0,13972.55,163001.48,369167.86,0.0,,,,,,,True,True,False,3.0,7.0,0.0,325.0,False,False,False,4,2,10.0,0,False
5027,18,Single,Bachelor's,Full-time employed,Unknown,Johannesburg,Gauteng,Township,3.4,289253.99,True,True,True,False,False,False,4285.27,14485.44,29795.12,0.0,0.0,0.0,,,,,,,True,True,False,8.0,8.0,0.0,706.0,False,False,False,3,2,16.0,0,False
5028,62,Single,Diploma/Certificate,Part-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,5.3,285526.55,True,True,True,False,False,False,5442.96,28275.16,58520.82,0.0,0.0,0.0,,,,,2022-11-26,,False,True,False,0.0,11.0,0.0,621.0,False,False,False,3,1,11.0,1,False
5029,43,Married,Less than matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,0.5,159718.2,True,True,True,False,False,False,2609.13,18156.9,10534.63,0.0,0.0,0.0,,,,,,,True,False,False,8.0,0.0,0.0,672.0,False,False,False,3,1,8.0,0,False
5030,21,Single,Diploma/Certificate,Self-employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.9,48494.11,True,False,True,False,False,False,872.49,0.0,4324.67,0.0,0.0,0.0,,,,,,,True,True,False,9.0,10.0,0.0,926.0,False,False,False,2,2,19.0,0,False
5031,29,Single,Matric,Retired,Fourways,Johannesburg,Gauteng,Suburban,4.5,111431.64,False,False,True,False,False,False,0.0,0.0,8429.45,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,706.0,False,False,False,1,0,0.0,0,False
5032,20,Married,Diploma/Certificate,Informal trader,Waterfront,Cape Town,Western Cape,Urban,2.1,80109.62,True,True,False,False,False,False,1656.39,11052.63,0.0,0.0,0.0,0.0,,,,,,,True,True,False,4.0,3.0,0.0,447.0,False,False,False,2,2,7.0,0,False
5033,38,Single,Diploma/Certificate,Self-employed,Khayelitsha,Cape Town,Western Cape,Township,7.1,702936.57,True,True,False,False,True,False,8648.6,37579.53,0.0,0.0,731464.05,0.0,,,,,,,False,False,True,0.0,0.0,2.0,611.0,False,False,False,3,1,2.0,0,False
5034,20,Single,Less than matric,Informal trader,Soweto,Johannesburg,Gauteng,Township,0.3,31939.69,True,False,False,True,False,False,425.75,0.0,0.0,40338.02,0.0,0.0,,,,,2022-12-08,,False,False,False,0.0,0.0,0.0,586.0,False,False,False,2,0,0.0,1,False
5035,33,Single,Less than matric,Retired,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.1,131724.92,True,False,True,False,True,True,2492.87,0.0,14587.54,0.0,1356822.46,850000.0,,,,,,,True,False,False,3.0,0.0,0.0,580.0,False,False,False,4,1,3.0,0,False
5036,38,Single,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,4.9,121041.21,True,False,False,True,True,False,2115.35,0.0,0.0,56765.11,911896.17,0.0,,,,,,,True,True,False,3.0,8.0,0.0,741.0,False,False,False,3,2,11.0,0,False
5037,33,Single,Matric,Unemployed,Centurion,Tshwane,Gauteng,Suburban,3.6,24695.96,True,False,False,True,False,False,457.7,0.0,0.0,89793.16,0.0,0.0,,,,,,,True,True,True,4.0,3.0,5.0,798.0,False,False,False,2,3,12.0,0,False
5038,18,Single,Less than matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,0.8,219618.6,True,False,False,False,False,True,3860.53,0.0,0.0,0.0,0.0,563651.09,,,,,,,False,True,False,0.0,8.0,0.0,574.0,False,False,False,2,1,8.0,0,False
5039,23,Single,Bachelor's,Self-employed,Green Point,Cape Town,Western Cape,Urban,0.8,188003.18,True,True,True,False,True,True,3672.72,18122.37,13524.22,0.0,2666229.7,690344.83,,,,,,,True,True,False,4.0,12.0,0.0,763.0,False,False,False,5,2,16.0,0,False
5040,26,Single,Matric,Self-employed,Umhlanga,Durban,KwaZulu-Natal,Urban,0.7,31842.19,True,False,True,False,False,False,489.95,0.0,5036.5,0.0,0.0,0.0,,,,,,,False,True,False,0.0,1.0,0.0,599.0,False,False,False,2,1,1.0,0,False
5041,25,Single,Diploma/Certificate,Part-time employed,Soweto,Johannesburg,Gauteng,Township,3.3,33273.3,True,False,False,True,False,False,430.85,0.0,0.0,166592.81,0.0,0.0,,,,,,,False,True,False,0.0,3.0,0.0,661.0,False,False,False,2,1,3.0,0,False
5042,45,Single,Matric,Unemployed,Nelspruit,Mbombela,Mpumalanga,Urban,8.6,44004.17,False,True,False,False,False,False,0.0,,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,10.0,0.0,547.0,True,False,False,1,1,10.0,0,False
5043,53,Single,Matric,Retired,Langenhoven Park,Bloemfontein,Free State,Suburban,6.8,146637.85,False,False,True,False,False,False,0.0,0.0,13785.34,0.0,0.0,0.0,,,,,,,True,True,True,5.0,8.0,6.0,718.0,False,False,False,1,3,19.0,0,False
5044,21,Single,Less than matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,1.7,189606.21,True,True,True,False,False,True,2564.86,21280.46,25194.39,0.0,0.0,605450.52,,,,,,,True,True,True,18.0,14.0,4.0,662.0,False,False,False,4,3,36.0,0,False
5045,60,Single,Bachelor's,Informal trader,Sandton,Johannesburg,Gauteng,Urban,2.7,55089.98,False,False,False,True,False,False,0.0,0.0,0.0,17484.16,0.0,0.0,,,,,,,True,True,False,4.0,9.0,0.0,871.0,False,False,False,1,2,13.0,0,False
5046,49,Single,Diploma/Certificate,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,5.6,404037.26,True,True,True,False,False,False,7863.28,31456.89,48377.74,0.0,0.0,0.0,,,,,,2022-03-20,True,True,True,8.0,8.0,11.0,752.0,False,False,False,3,3,27.0,1,False
5047,18,Single,Matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,1.0,153155.24,False,False,True,True,False,False,0.0,0.0,20768.76,146084.12,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,740.0,False,False,False,2,0,0.0,0,False
5048,56,Married,Less than matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,1.0,6769.49,False,False,True,True,False,False,0.0,0.0,180.56,86963.51,0.0,0.0,,,,,,,True,True,False,4.0,5.0,0.0,571.0,False,False,False,2,2,9.0,0,False
5049,38,Single,Less than matric,Full-time employed,Motherwell,Gqeberha,Eastern Cape,Township,1.4,594004.92,False,True,False,False,False,True,0.0,59107.8,0.0,0.0,0.0,426290.11,,,,,,,True,True,False,4.0,0.0,0.0,790.0,False,False,False,2,2,4.0,0,False
5050,62,Married,Matric,Unemployed,Alexandra,Johannesburg,Gauteng,Township,2.3,19523.0,False,False,False,True,False,False,0.0,0.0,0.0,92702.06,0.0,0.0,,,,,,,False,False,True,0.0,0.0,4.0,436.0,False,False,False,1,1,4.0,0,False
5051,48,Married,Bachelor's,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,3.8,181643.31,True,True,True,True,False,False,2277.84,20742.33,29081.26,147797.51,0.0,0.0,,,,,,,True,True,False,5.0,0.0,0.0,597.0,False,False,False,4,2,5.0,0,False
5052,54,Married,Diploma/Certificate,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,11.8,39310.79,True,False,True,False,True,False,714.6,0.0,8690.95,0.0,1120188.22,0.0,,,,,,,False,True,False,0.0,5.0,0.0,737.0,False,False,False,3,1,5.0,0,False
5053,21,Single,Bachelor's,Student,Alexandra,Johannesburg,Gauteng,Township,0.8,57379.14,False,False,True,True,False,False,0.0,0.0,9875.69,146147.52,0.0,0.0,,,,,,,False,True,True,0.0,2.0,1.0,429.0,False,False,False,2,2,3.0,0,False
5054,36,Married,Postgraduate,Self-employed,Khayelitsha,Cape Town,Western Cape,Township,4.0,494410.51,True,True,True,False,False,False,6779.46,42330.85,25001.3,0.0,0.0,0.0,,,,,,,True,True,False,8.0,7.0,0.0,633.0,False,False,False,3,2,15.0,0,False
5055,25,Single,Less than matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,1.7,11859.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,2023-11-21,,,True,False,False,3.0,0.0,0.0,515.0,False,False,True,0,1,3.0,1,False
5056,38,Married,Less than matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,5.6,10460.67,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2022-11-11,,2023-04-10,,,,False,False,False,0.0,0.0,0.0,278.0,False,False,True,0,0,0.0,2,False
5057,43,Married,Diploma/Certificate,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,1.2,255682.38,True,True,True,False,False,False,3889.64,19309.37,29967.9,0.0,0.0,0.0,,,,,,,True,True,False,7.0,0.0,0.0,989.0,False,False,False,3,2,7.0,0,False
5058,28,Single,Matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,2.8,206441.24,True,True,True,True,False,True,2931.25,26550.79,3330.97,94674.44,0.0,705654.52,,,,,,,True,True,False,5.0,7.0,0.0,466.0,False,False,False,5,2,12.0,0,False
5059,41,Single,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,4.0,76325.41,False,False,False,True,False,False,0.0,0.0,0.0,92419.46,0.0,0.0,2023-05-06,,,,2024-04-08,,False,False,True,0.0,0.0,3.0,237.0,False,False,False,1,1,3.0,2,False
5060,32,Single,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,0.7,9002.99,False,False,False,True,False,False,0.0,0.0,0.0,98386.62,0.0,0.0,,,,,2024-10-11,,False,False,False,0.0,0.0,0.0,618.0,False,False,False,1,0,0.0,1,False
5061,56,Married,Diploma/Certificate,Part-time employed,Soweto,Johannesburg,Gauteng,Township,8.6,100163.17,True,False,False,False,False,False,1386.64,0.0,0.0,0.0,0.0,862.54,,,,,,,True,True,False,1.0,3.0,0.0,551.0,True,False,False,1,2,4.0,0,False
5062,18,Single,Less than matric,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.1,37155.31,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,,False,False,True,0,1,0.0,0,True
5063,42,Single,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,1.9,207157.53,False,True,True,False,False,True,0.0,16990.5,3819.12,0.0,0.0,396617.27,,,,,,,False,True,False,0.0,4.0,0.0,511.0,False,False,False,3,1,4.0,0,False
5064,44,Divorced,Matric,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,7.9,49586.77,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,0.0,0.0,0.0,313.0,False,False,True,0,0,0.0,0,False
5065,38,Single,Bachelor's,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,3.3,5233.84,False,True,False,True,False,False,0.0,642.26,0.0,191636.74,0.0,0.0,2023-03-21,,,,,,True,True,False,0.0,0.0,0.0,487.0,False,False,False,2,2,0.0,1,True
5066,55,Married,Matric,Unemployed,Umlazi,Durban,KwaZulu-Natal,Township,13.7,21903.14,False,True,False,True,False,False,0.0,2370.33,0.0,106571.52,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,564.0,False,False,False,2,1,0.0,0,True
5067,42,Married,Matric,Full-time employed,Mdantsane,East London,Eastern Cape,Township,2.6,352231.54,False,True,True,False,False,False,0.0,37326.37,18976.57,0.0,0.0,0.0,,,,,,,True,True,True,8.0,10.0,5.0,734.0,False,False,False,2,3,23.0,0,False
5068,28,Single,Less than matric,Part-time employed,Mamelodi,Tshwane,Gauteng,Township,2.6,52455.95,True,True,False,True,False,False,783.43,3857.35,0.0,248247.01,0.0,0.0,,,,,,,True,False,True,2.0,0.0,4.0,375.0,False,False,False,3,2,6.0,0,False
5069,40,Single,Matric,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,4.2,706561.12,True,True,False,False,False,True,9359.45,84032.09,0.0,0.0,0.0,850000.0,,,,,,,False,True,False,0.0,3.0,0.0,485.0,False,False,False,3,1,3.0,0,False
5070,31,Married,Matric,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,6.6,322843.43,True,True,True,False,True,True,6984.44,41238.05,13662.13,0.0,1073355.89,731795.6,,,,,,,True,True,False,9.0,18.0,0.0,775.0,False,False,False,5,2,27.0,0,False
5071,51,Single,Matric,Informal trader,Newlands,Cape Town,Western Cape,Suburban,3.5,126265.03,True,False,False,False,False,True,1675.64,0.0,0.0,0.0,0.0,582121.32,,,,,,,True,False,False,5.0,0.0,0.0,820.0,False,False,False,2,1,5.0,0,False
5072,48,Single,Bachelor's,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,6.9,378420.39,True,True,False,False,True,False,7382.94,24851.42,0.0,0.0,2800000.0,0.0,,,,,,,True,False,False,6.0,0.0,0.0,367.0,False,False,False,3,1,6.0,0,False
5073,46,Single,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,2.2,103510.51,False,False,False,True,False,True,0.0,0.0,0.0,91598.37,0.0,116301.82,,,,,2023-11-19,,False,False,False,0.0,0.0,0.0,443.0,False,False,False,2,0,0.0,1,False
5074,29,Married,Matric,Informal trader,Mdantsane,East London,Eastern Cape,Township,2.2,100424.28,True,False,True,True,False,True,1174.03,0.0,4189.46,46541.33,622.21,264958.11,,,,,,,False,True,True,0.0,4.0,4.0,764.0,True,False,False,4,2,8.0,0,False
5075,33,Single,Matric,Self-employed,Newlands,Cape Town,Western Cape,Suburban,4.4,301973.3,False,False,True,False,False,False,0.0,0.0,9140.61,0.0,0.0,0.0,,,,,,,True,True,False,3.0,7.0,0.0,559.0,False,False,False,1,2,10.0,0,False
5076,33,Single,Matric,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,6.2,208360.86,True,True,False,False,True,False,3144.89,17846.76,0.0,0.0,1005234.0,0.0,,,,,,,True,True,True,3.0,9.0,2.0,618.0,False,False,False,3,3,14.0,0,False
5077,50,Single,Bachelor's,Unemployed,Centurion,Tshwane,Gauteng,Suburban,6.9,10893.97,True,True,False,False,False,False,165.13,664.41,0.0,0.0,0.0,0.0,,,,,,,False,True,False,0.0,0.0,0.0,393.0,False,False,False,2,1,0.0,0,True
